0,0,0,0.002825,0,0.012006,0,0.012006,0,0.000706,0.000706,0,0.001412,0,0.55226,0.041667,0,0,0.000706,0.002119,0,0,0.000706,0,0.001412,0,0.007768,0.000706,0.079095,0.000706,0,0.033192,0.001412,0.009887,0,0,0,0.156073,0,0.003531,0,0,0,0,0.000706,0,0,0.000706,0,0,0.002825,0,0.068502,0.975279,0.188556,0.149715,0,0,0.009181,0.06709,0.021893,0.012712,0.027542,0,0.089689,0,0.55226,0,0,0,0,0,0.00565,0.016243,0.001412,0.002825,0,0.012006,0.04096,0,0,0,0,0,0.001412,0.001412,0.014124,0,0,0.011299,0,0.001412,0,0.000706,0,0.007768,0,0.000706,0,0.002119,0,0,0,0,0,0,0.000706,0.012006,0,0.008475,0,0,0.007768,0,0,0,0,0,0.002825,0,0,0,0,0,0,0,0,0,0,0.000706,0,0,0.002825,0,0,0,0,0.002119,0.003531,0,0.004944,0.002825,0,0,0,0.000706,0.012712,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.001412,0,0,0.001412,0,0,0,0.661723,0.017655,0,0,0.000706,0,0,0,0,0,0,0,0,0,0.004943,0,0,0.072033,0,0,0,0,0,0.226694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013418,0.999996,0.020479,0.018361,0,0,0.069915,0.013418,0.002825,0.048023,0.063559,0,0.10452,0,0.661723,0,0,0,0,0,0.001412,0.000706,0,0,0,0,0.001412,0,0,0,0,0,0,0,0,0,0,0.000706,0.000706,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706,0,0,0.001412,0,0,0.007062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002825,0,0,0.000706,0,0,0,0,0.004944,0,0,0,0,0,0,0,0,0
0,0,0,0.004943,0,0,0,0,0,0,0.036722,0,0.002825,0,0,0,0,0,0,0,0,0,0.036723,0,0,0,0.001412,0.059322,0.114405,0.165254,0.000706,0.111582,0,0,0,0,0,0.417372,0.002825,0,0,0.002825,0,0,0,0.003531,0.002825,0,0,0,0,0,0.031073,0.819204,0.248585,0.207625,0,0.165254,0.29096,0.028955,0.076977,0.065678,0.101695,0,0.05791,0,0,0,0,0,0,0,0.009887,0.000706,0.002825,0.001412,0.049435,0,0,0,0,0.036723,0.026836,0.001412,0,0.000706,0,0,0.004944,0,0.010593,0,0,0,0,0.001412,0,0,0,0,0,0.003531,0,0,0.010593,0,0.001412,0,0,0,0,0,0,0.003531,0,0,0.002825,0,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001412,0.009887,0,0,0,0,0,0,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.005649,0,0.000706,0,0,0,0.001412,0.003531,0,0.000706,0,0,0,0,0,0,0,0,0,0.001412,0,0,0,0,0,0.008474,0,0,0.012712,0,0,0,0.932203,0,0.017655,0,0,0.000706,0,0,0,0,0,0.000706,0,0,0.000706,0,0.000706,0.011299,0.995759,0.024009,0.020479,0.932203,0,0,0.011299,0.007062,0.000706,0.003531,0,0.014831,0.000706,0,0,0,0.001412,0,0.000706,0.009181,0,0.000706,0.004237,0,0,0,0,0,0,0,0.000706,0,0,0,0,0,0.000706,0.002825,0,0,0,0,0,0,0,0.000706,0,0.000706,0,0,0.000706,0,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001412,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.007769,0,0.000706,0.002119,0.002118,0,0,0,0,0.000706,0,0.023305,0.047316,0,0,0,0,0,0,0,0,0.000706,0,0,0,0.016243,0,0,0.113701,0.000706,0,0.001412,0.138418,0,0.438559,0,0,0,0,0,0.000706,0,0,0,0.022599,0,0,0,0,0.172316,0.962569,0.193501,0.189265,0.138418,0,0.206921,0.170904,0.008475,0.045904,0.093927,0,0.173023,0,0.023305,0.021893,0,0.002825,0,0,0.019774,0.003531,0.000706,0.004944,0,0.000706,0.007062,0,0,0,0,0.002825,0.000706,0.001412,0.001412,0,0,0,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001412,0,0.007768,0,0,0.00565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001412,0,0.022599,0,0,0,0,0,0,0,0.007062,0,0,0,0,0,0,0,0,0
0,0,0,0.001412,0,0,0,0,0,0.000706,0.002118,0,0.001412,0,0.737994,0.00565,0.000706,0.000706,0,0,0,0.000706,0.000706,0,0,0,0,0,0.000706,0.001412,0,0.015536,0,0,0,0.096045,0,0.120763,0,0,0.000706,0,0,0,0,0,0,0,0,0,0.000706,0,0.011299,0.994347,0.014829,0.014123,0.096045,0.001412,0,0.011299,0,0.014831,0.007768,0,0.103814,0.000706,0.734463,0,0,0,0.000706,0,0.006356,0,0.001412,0.001412,0,0,0,0,0,0.000706,0,0,0,0,0.000706,0,0,0,0.001412,0,0,0,0,0,0,0,0,0,0,0,0.000706,0,0.000706,0,0,0,0,0.002119,0,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002825,0,0,0,0,0,0.000706,0,0,0
0,0,0,0.004944,0,0.000706,0,0.000706,0,0,0,0.012006,0.002119,0,0,0.024717,0,0.000706,0,0,0,0,0,0,0,0,0,0,0.00918,0.680791,0.001412,0.003531,0,0.000706,0,0.127825,0,0.060028,0,0,0,0,0,0,0.000706,0,0,0.000706,0,0,0,0,0.059322,0.29449,0.073445,0.071327,0.127119,0.680791,0.00565,0.058616,0.003531,0.004237,0,0,0.042373,0,0,0,0,0,0,0,0.003531,0.002825,0.002119,0.004944,0,0.000706,0.00565,0,0,0,0,0,0,0.000706,0,0,0,0.001412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706,0,0.000706,0,0.002825,0,0,0.00565,0,0,0,0,0,0.001412,0,0,0,0,0,0,0,0,0,0.000706,0,0,0,0,0.012006,0,0,0,0,0.003531,0,0,0,0,0.001412,0,0,0.007062,0,0,0,0,0,0,0,0,0
0,0,0,0.0113,0,0.001412,0,0,0,0,0.000706,0,0.002119,0,0.693503,0.002825,0,0.002118,0.000706,0.000706,0,0,0.000706,0,0,0,0,0,0.057203,0.004944,0.000706,0.03178,0,0.000706,0,0,0,0.090396,0,0,0.000706,0,0,0,0,0,0.000706,0,0.002825,0,0,0,0.091807,0.990818,0.160308,0.153247,0,0.004944,0.048023,0.088277,0.045904,0.012712,0.00565,0,0.015537,0.000706,0.693503,0,0,0.008475,0,0,0.02613,0.002825,0.002119,0.002825,0,0.001412,0.006356,0,0,0.000706,0,0.004944,0,0.000706,0.000706,0,0,0,0,0,0.000706,0,0,0,0,0,0,0.000706,0.000706,0,0.000706,0,0,0.001412,0,0,0,0,0,0,0.002825,0,0.002825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.012712,0,0,0,0.001412,0,0.000706,0,0,0.001412,0,0,0.001412,0,0.004237,0,0,0,0,0,0,0,0,0,0,0.011299,0,0,0.015537,0,0,0,0.575565,0.002119,0.297316,0,0,0,0,0,0,0,0,0,0.002118,0.000706,0,0,0,0.07274,0.994348,0.091806,0.089688,0.575565,0,0.248588,0.072034,0.00565,0.012712,0.009181,0.002119,0.033192,0,0,0.001412,0,0.004944,0,0,0.00565,0.001412,0.001412,0.007768,0,0,0,0,0,0,0,0.001412,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001412,0,0,0.002825,0,0.000706,0,0,0,0,0.000706,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706,0,0,0,0,0,0,0,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882062,0,0,0,0,0,0,0.106638,0,0,0,0,0,0,0.003531,0.001412,0,0,0,0,0,0.000706,0,0,0,0,0.002825,0,0,0,0,0,0,0,0,0.000706,0,0,0.000706,0.887005,0.004237,0.004237,0.000706,0.001412,0,0.000706,0.002825,0,0,0,0,0.002825,0.879237,0,0,0,0.103107,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
