30: 	0.308687
32: 	0.301163
24: 	0.284832
22: 	0.120787
4: 	0.103448
10: 	0.068388
26: 	0.065403
9: 	0.060606
11: 	0.044096
29: 	0.033513
15: 	0.029298
2: 	0.028584
28: 	0.027255
7: 	0.026233
14: 	0.013274
25: 	0.012466
3: 	0.010526
6: 	0.009174
19: 	0.004945
20: 	0.004630
8: 	0.003478
16: 	0.002504
18: 	0.001919
5: 	0.001745
23: 	0.001337
1: 	0.000984
12: 	0.000955
13: 	0.000749
33: 	0.000102
17: 	0.000086
31: 	0.000036
21: 	0.000015
27: 	0.000003
