30: 	0.229385
32: 	0.167226
15: 	0.113542
24: 	0.102725
9: 	0.072810
16: 	0.065712
14: 	0.063251
113: 	0.039409
18: 	0.038035
19: 	0.035206
12: 	0.033724
29: 	0.032758
61: 	0.028584
2: 	0.027825
47: 	0.027218
96: 	0.027150
42: 	0.025240
148: 	0.024965
37: 	0.023101
138: 	0.023101
6: 	0.021827
28: 	0.021056
144: 	0.019193
123: 	0.018076
62: 	0.017370
142: 	0.017203
50: 	0.017168
87: 	0.017072
91: 	0.017033
111: 	0.016944
86: 	0.016580
66: 	0.016487
128: 	0.016487
68: 	0.016434
48: 	0.016419
116: 	0.016277
139: 	0.014657
140: 	0.014657
81: 	0.014419
55: 	0.014288
71: 	0.013508
167: 	0.013508
127: 	0.012828
21: 	0.012398
176: 	0.012241
132: 	0.011893
39: 	0.011522
46: 	0.011481
5: 	0.011443
171: 	0.011279
8: 	0.010712
98: 	0.010612
130: 	0.009480
77: 	0.009096
76: 	0.008917
126: 	0.008917
43: 	0.008604
20: 	0.008584
49: 	0.008456
56: 	0.008456
133: 	0.008456
141: 	0.008456
147: 	0.008456
155: 	0.008456
179: 	0.008456
181: 	0.008456
182: 	0.008456
17: 	0.008392
58: 	0.008080
78: 	0.008080
143: 	0.008080
152: 	0.008080
3: 	0.008042
115: 	0.007852
109: 	0.007705
154: 	0.007592
1: 	0.007421
168: 	0.007258
169: 	0.007258
151: 	0.007122
112: 	0.006389
99: 	0.006069
27: 	0.005984
36: 	0.005984
92: 	0.005551
74: 	0.005338
134: 	0.005009
52: 	0.004882
129: 	0.004882
23: 	0.004795
64: 	0.004757
164: 	0.004399
10: 	0.004325
90: 	0.004283
57: 	0.004226
121: 	0.004226
53: 	0.004219
117: 	0.004219
73: 	0.004151
95: 	0.004151
41: 	0.004000
44: 	0.004000
83: 	0.004000
136: 	0.004000
150: 	0.004000
153: 	0.004000
156: 	0.004000
161: 	0.004000
162: 	0.004000
163: 	0.004000
170: 	0.004000
178: 	0.004000
180: 	0.004000
184: 	0.004000
185: 	0.004000
94: 	0.003680
72: 	0.003428
70: 	0.003357
40: 	0.003335
60: 	0.003299
146: 	0.003281
69: 	0.003111
93: 	0.003111
31: 	0.002929
175: 	0.002903
33: 	0.002735
82: 	0.002658
101: 	0.002658
106: 	0.002623
4: 	0.002307
105: 	0.002202
108: 	0.002184
59: 	0.002168
125: 	0.002168
65: 	0.002139
114: 	0.002139
157: 	0.002121
137: 	0.002115
110: 	0.002056
120: 	0.001908
22: 	0.001641
103: 	0.001613
165: 	0.001612
183: 	0.001612
80: 	0.000997
97: 	0.000971
131: 	0.000930
38: 	0.000684
107: 	0.000684
100: 	0.000676
135: 	0.000614
174: 	0.000545
34: 	0.000515
124: 	0.000515
54: 	0.000509
26: 	0.000409
84: 	0.000407
145: 	0.000407
160: 	0.000407
177: 	0.000407
35: 	0.000406
158: 	0.000406
172: 	0.000406
45: 	0.000355
104: 	0.000355
118: 	0.000351
149: 	0.000242
51: 	0.000141
122: 	0.000141
102: 	0.000055
75: 	0.000039
7: 	0.000037
13: 	0.000034
89: 	0.000032
79: 	0.000026
88: 	0.000007
11: 	0.000005
25: 	0.000004
119: 	0.000003
85: 	0.000001
63: 	0.000000
67: 	0.000000
159: 	0.000000
166: 	0.000000
173: 	0.000000
